,student_id,question_id,text,gender,native_language,question
34493,ab8,4723,Listening to music is beneficial for reducing stress. It is help you to relax and give you some lively. The music usually gives you the colors of life. It is the positive energy and joy and love and culture of life . ,Male,Arabic,"How can pursuing a passion - like music - help someone in life? 
Please give your opinion and answer in at least 4-6 sentences."
33859,bv2,4629,V. to direct in action or course; manage; carry on. EX: The interviews for prospective applicants will be conducted during the fall term.,Male,Arabic,conduct (6)
1640,fp9,175,"I invited my friends. we had a party. we drank beer, tolked about somethings. I think, we had a great time.",Male,Korean,What did you do yesterday?
35976,cs6,4903,"                                   My Father

My father helped in many ways.  First, my father gave me many things.  he gave me money if I want for example, when I went with my friend in some mall.  He bought any things I like.  Second, he taught me for example, in a school some time I wasn't understood Mathematics, and he he taught to me.  He also gave me advice if I needed.  He correct for me if I was wrong.  Finally, I thanks my father because he gave me all things I loved.",Male,Arabic,Write a short paragraph about someone who has made a difference in your life.  Your paragraph should be about 5 - 6 sentences.
19186,fn8,2692,I can Know meaning of this word form its context.,Male,Chinese,Context
2017,cb9,153,We are going to buy new chairs.The chairs are too big.We are going to buy new lockers.The lockers are big.Then we will fix a windows and doors.After that we are going to paint the walls and floors and ceilings.The cloers are white.Next We are going to build tent.The tent is big.We will give to people descend.The descend about 50%.Finally we will build swimming pool.When we do that we will improve the ELI.,Male,Arabic,"Someone gave the ELI $200,000.  You are the leader of the student committee.  You must decide how you are going to use the money to improve the ELI.  Write a paragraph telling what you are going to do.

Example:  We are going to buy new desks.  The desks are too small."
35001,ae9,4790,"I spent lots of time in my bedroom. It is my favorite place and I clean it up every week. I like to listen to my music there, and every time my mother heard the music, she will ask me to turn it down, sometimes the music is too loud, my mom will turn it off by herself. I feel very comfortable in my bedroom. I am now thinking to touch up the wall in my bedroom when I back to Taiwan.",,,"Write a paragraph about a space you spend a lot of time in.  It can be your bedroom, apartment, a cafe, or anywhere you like.  Describe how you feel there?  What would you like to change?  

Use as many phrasal verbs as possible in your answer."
37480,ef4,5044,"I am living in a snug little apartment. My apartment always cheers me up when I go back to my house after school. I often straighten my room up because I don't like that my room become dirty.  These days, I want to clean up hard because I take some class up. I am thinking over how can I clean up my room.  Also I look up the furniture. I want to do up my room more neat and beautiful.  I picked up the blue chair in the Ikea. It makes my room more polished. These days I like to fix up my home.",Female,Korean,"Accuracy of grammar points       / 5
Frequency                        / 2.5
Accuracy of other grammar        / 2.5
Question Type: Paragraph Writing

Write about how you feel in your home or apartment.  Look at the journal entry on page 166 as a guide.

Think about these questions to help you write:

What makes you feel good?  What makes you feel bad?  What would you like to change?  Use phrasal verbs to describe your feelings.  

Your paragraph should be a minimum of 10 sentences.  Use at least 6 phrasal verbs.

Have fun!"
9348,cn7,1424,"Yah,shour why not.",Male,Arabic,Your uncle says:
33960,ha2,4641,"These days, a lot of women occupy high position jobs and professional careers, such as professor, researcher, and even heavy equipment operators.   It seems that there is not any difference between men and women in many societies.  However, some pars of the world, many parents still prefer to have male children rather than female children.  They even abort when they knew that the baby in their womb is female.  Consequently, the proportion of men is higher than that of women in those societies.   Parents in some part of the world prefer boys because of carrying on a family line, physical reason, and biased social recognition of women. 
              First of all, the fact that boys carry on a family line when they grow up makes parents prefer boys.  One of the basic desires of humans is keeping their family by producing offspring.   In many countries, women follow their husband's last name when they get married.  Also, married women are considered a member of their husband's family.   Therefore, parents want to have a son who will continue their family. 
         The second reason is that men are physically stronger than women.  Especially, tendency of preference of boy is strong in agricultural societies because people need a physically strong person as a worker.  In agricultural societies, strength is connected directly to productivity.  
            Finally, parents prefer boys because of the biased social recognition of women. 


In conclusion,",Female,Korean,x
5785,fi1,999,"I don't like English, I could quit my classes. These days should rain again, because the weather is too hot. I must have got sick, I feel so tried.",Female,Chinese,"must +  V        
should (not) have + past participle
could + V        
could have + past participle
should + V        
may or might have + past participle 
can’t + V        
must have + past participle
don’t have to +V"
41128,ef9,5502,My english had been better.,,,What have been the effects of your applying to the ELI?
222,dr5,30,"I've been living in the U.S. for ten menthes. I used to live in my country for 18 years. I got a scholarship from my country. I didn't come back to my country for 10 months which a long time. I used to play soccer when I was in my country but not any more. Therefore, I've not played for 10 months this game. However, I'm getting used to play volley ball. I thing it is a nice game.",Male,Arabic,"Follow the directions in your textbook for the writing assignment in Unit 11 (Phrasal verbs)
Please smile while you write this- your grammar is better when you are happy. :)"
16043,da3,2361,"A smoker hired by a company must pay too much for his or her health insurance to the company.

",Female,Korean,"How do some companies explain their refusal to hire smokers? Also, what is Saletan's attitude toward this explanation (and how do you know)?"
37617,cm9,5077,Since I came to the U.S I have never driven a car.,,,I had never driven a car since I came to the U.S.
1261,bb4,117,"Baking and Cooking
        Baking and cooking are difficult and interesting. I think every body's opinion about cook and bake are different, some people things bake something is trouble and too oily for cook. But I do not think so. I think cook and bake are very hard, have some challenge and interesting. 
        I like cook, when I was a child I want to be a chef. I think cooking is a king of an art. I can think a lot of food, when I will start to cook. Every time, when I cook some foods, I feel really happiness. Because I think my friend will eat my food and can make them happy, at that time I feel very success. My friend and my family are my experiment mouse because every time I like to bring some special food to them. Sometime, it will be little strange, but it is very good and testy. I like to cook some food and I will to change their style. For example, the pasta, which is my favorite, is a food I really like to change style. I like to put something different, and become Chinese style.
        The bake is other king of art; I think it is very difficult and abstruse. Make bread or a cake is not only use the flour and sugar or water. The person, who can make bread or cake need, is needed to put the feeling and love. That does can bake a delicious thing. Bake a cake like to take care for children, need to remember every action and careful the material. If put too much sugar, the cake will be too sweet. And if put less of baking powder, the cake will to be flat. Baking something is know-how.
        They are like an art. Every time, if I want to bake or cook, I will be a crazy person. Because I feel super happy and super nervous, I will think what kind food I want to cook or what kind cake I want to bake. That is a very difficult to choose.",Female,Chinese,
37688,fm9,5086,I live in a small apartment at Mountain Lebanon. Before I entire my apartment I take off my shoes. Sometime my apartment let me down because he is so messy. I should throw him away but I like him because he is my best friend. My apartment's door so confusing you can not go back when you do not have the key. There are two bed rooms and one and half bathroom. I wish to make up my room because it is so messy. Also I want to buy a hanger to put my coat on it. I have a modern TV but I can not figure it out. I want to buy small radio because it make me happy when I want to sleep.,Male,Arabic,"AG -   / 5
F  -   / 2.5
AO -   / 5

Total  / 10

Write about how your feel in your home or apartment.  Look at the journal entry on page 166 as a guide.  

Think about these questions to help you write:

What chores do you like doing?  What aspects of your apartment make you feel bad?  What would like to change?

Your paragraph should be a MINIMUM of 10 sentences.  Use a MINIMUM of 6 phrasal verbs.

Be creative!"
24492,dv9,3286,"Appoximately 2/3 of our body consists of water, and it is recommended to drink 8 glasses of water everyday.  Therefore, clean water suuply is very important.  We should protect our water sources, and not waste water in daily life.  ",,,State why you think the issue is important and what should be done about it.  Be sure to check your article use.
8972,eq8,1414,"Every county has a representive food. For example, Saudi Arabia has Kap-sa, Japan has Su-shi, America has burgers or hot dogs. My country, Korea, has Kim-chi. Korean people always love to eat Kim-chi, with their meals. Today, I'm going to introduce ""how to make Kim-chi"". Before making Kim-chi the gathering of friendly people is important. Because we only make it a couple of times a year, we have to make a lot of Kim-chi at once. Thus people spend a lot of times making Kim-chi. This time is spent not only making Kim-chi but also deepening friendship. It is easy to make Kim-chi if you follow these three steps.
 First of all, make a decision on what kind of Kim-chi. Kim-chi has much different kind of types. To choose each different Kim-chi, it needs different ingredient. Kim-chi has three types in common. If there is one thing we have enough of, it is cabbage Kim-chi. Regardless of area in Korea, we can find easily everywhere with Korean meals. If you see Kim-chi advertisement, it is almost cabbage Kim-chi which contains red pepper. Second, we have water Kim-chi. It is not contains red pepper and can see north areas in Korea. It is easy to distinguish other Kim-chi because it looks white and has soup. Sometimes, we eat water Kim-chi when someone shocked. Third, we have scallions Kim-chi. It is different from cabbage Kim-chi. It is mainly based on scallions, not cabbage. It is common in south areas in Korea. Otherwise, depend on different types Kim-chi; they have different recipes each other. I want to introduce about cabbage Kim-chi.
 After make a decision on what kind of Kim-chi, you gather the ingredients. Before gathering ingredients, you decide that how much Kim-chi to make because Kim-chi is fermentation food. If you make too much, it is easy to make sour. Then you choose fresh vegetable. Cabbage Kim-chi needs the ingredients, such as cabbages, radishes, scallions, garlic, ginger, onions, powdered red pepper, pickled baby shrimp, oysters, salt and sugar. If you do that, you are ready.
 Before make a Kim-chi, you should go though due exactly formalities. If not, it makes different taste. After you gathered all the ingredients put the cabbage sections in salt water for 10 hours, drawing out the water. The next thing you do is slice the radishes and add 2 cups of warm water to the red pepper powder. It is mixed well when the red color is set. Then you should add the scallions, garlic, and ginger and mix well. Combine all the ingredients with pickled baby shrimp, add the radishes and mix well. Then, pack the ingredients in the cabbage leaves. Finally cover the top with some of the trimmed green outer leaves of cabbage and spread salt over it.  Let it sit for some time until completely fermented. 
 In conclusion, whenever I miss Kim-chi, I buy Kim-chi. However, I can't feel flavor which my mother's Kim-chi. No one make my mother's Kim-chi because my mother put the whole mind to Kim-chi for her son. That is; it is easy to make Kim-chi if you follow these steps but most important is Kim-chi has to contain mother's devotion. Kim-chi has a lot of spicy so you eat first time it is hard to eat Kim-chi. However, if you become accustomed, you will like it.  
",Male,Korean,"Today in class we talked about how to add information to our essays to give them more content and make them more interesting.  Copy and paste your essay from assignment 19.  Then, make the changes that you feel are necessary to make your essay more meaningful, more detailed, more informative and more interesting."
30929,et5,4289,"outline: hot to find an apartment
intro:its hard to find an apartment in Pittsburgh as an international student
I. searching by internet
II. special magazines for apartment
III. ask your advisor in the University
concl: After i followed the dirictions, I found that Pittsburgh made it easy to find apartment for new students


   Its hard to find an apartment or house in Pittsbuurgh as an international student. maybe just for me because I am still learning English. So it was hard for me to contact with the others. but my friends suggest for me some methods. First, They told me to search by the internet. second, find a special magazines and finally, ask my advisor in the University.
   the internet was the easiest way to find an apartment. Because it gave you many choices. you can search by category if you want a house, apartment or family to live with. Also, you can find a list wish many people searching for a roommate.
   Many boxes distributed around Pittsburgh that are special Magazines for apartments inside it. Its also a good way to find an apartment because it contains many photos with phone numbers. in addition, sometimes you can find some offers.
   But if you dont want to spend a time searching for apartment. You can go to your advisor and ask him or her to find a place in the compus. Its a place belong to the university. its more expensive but mmo",Male,Arabic,"Write a short, well-organized essay about How to Find an Apartment (or House) in Pittsburgh. Think about how you will organize the information and write a brief outline of your main points before you start writing. This is a TIMED writing: you will have 40 minutes to complete the outline and draft."
5182,gp2,793,The weather is wonderful and strange to some people.,Male,Arabic,What do you think is strange about Pittsburgh?
27068,cn4,3786,"I may read some work for long time and have an idea in my mind.  Once I have to make my own work, I think this I create this idea myself.",Male,Thai,How could you commit plagiarism accidentally?
9671,fl5,1489,wasn't able to get it,Male,Korean,"The woman is trying to get a book off the top shelf, but she __________because she is too short."
32738,ap8,4545,"                                My ideal apartment

   I want to have a largely space apartment. It must to have many function room.First, I have a king size bed. I can sleep comfortably. Next, in living room ,it made up of digital machine. such as a hung style TV with a pair of stereo and a DVD. Then, it is amazing to watching movie. It had better have a guest room, my friends can live in that if we have a party. Finally, I do not have a great kitchen, it only have enough space for cooking and some kitchenware. I think everyone wants it.",Male,Chinese,"Write a descriptive paragraph. Choose one of the topics on page 73 in the ""Try It Out"" section of your textbook. The topic suggestions include:

- a place from my childhood
- a place that is special to me
- the view from my window
- my favorite room
- an unforgettable scene or view
- a scene from a dream
- my ideal room or apartment 
- my neighborhool

Make sure that when you are writing you follow the steps in the writing process on page 75 (Prewrite, organize, write the rough draft, polish the rough draft, write the final copy)."
39431,db4,5264,The STRUCTURE of teaching English as second language in the ELI classes is the best structure I have ever seen.,,,How would you explain the structure of the ELI classes to someone who has never studied here?
6554,bi6,1083,It is comparable.,Male,Arabic,"In paragraph 3, find a word or phrase that means ""approximately the same, similar.""  Write that word or phrase."
12691,bz5,1927,prospect,Male,Korean,"In paragraphs 9-10, find a word that means ""possibilities, future opportunities."""
32603,gv7,4475,It's essential that a person be honest.,Male,Korean,It's essential that a person.....
12781,cb8,1929,"Types Living Options for Students 

All students should live in clam place. That is very important for them because they can spend a lot of time for studying.  The student should choose the best place. It is the student is a person who decides what the place is superior for him/her. There are three types of living options for students: with their family, with a roommate, or alone.  
                
        While students are living with their families, they are always getting an easy life. Their families clean, cook, and wash for them, so the students have a lot of time.  If students have a lot of time, they can study more and more and also the student has times for relaxing.  Often the families  spend and pay for the students, so the students do not take care of money and do not need a part time job.  That is, students do not have  problems with money because they do not have a lot of money.  .  The families are always looking and trying to find an easy life for student because they try to improve their life and take care of the students. So, that gives the student an amazing time.   The student who lives with his/her family, he/she gets a trouble-free time.

The student lives who with a roommate, the student needs to adept his/her self.  When the student starts to live with a roommate, the student has a different life. Therefore, the student needs to do what he/she needs in his/ her life and a life requirement.  For example, the student cleans house, washes clothes, and cooks food.   The student has a part time job because the student needs some money.  That is because the student does not have a lot of time for studying.  The student who lives with a roommate the student spends a lot of money on rent, food, and books.   If the student lives with a roommate, the student should organize times.
        
If the student lives alone, that it is very difficult. The student spends a lot of money because the student does not share expenses with someone. When the student buys what he/she needs, such as food, rent, internet, cable TV, and electricity. When the student has any problem in his/her apartment or his/ her life, the student does not have anyone to help him/her.  For example, if the student is sick, and no one knows, that is not healthy for him/her.  The student should take care of him/her self because that is no one else knows about it.  However, while the student is living alone, the student has a lot time for studying. So, for the student to live alone sometimes is good and sometimes is bad.

        I think students should think about what it is excellent for him/her. That is very important because the student is a person whose can decide for him/her self. For example, I used to live with my family, a roommate, alone. The best place was when I lived with my family. They took care for me, gave me advice, spent a lot of money, shared  life with someone who I loved him and the love me, and I had a lot of time for my studying.  So, students should think about it, and choose what is superior for him/her. 
    


        


",Male,Arabic,"Your essay should be in good form, with an introduction, 3 body paragraphs to support your thesis, and a conclusion paragraph that summarizes (see textbook for examples). Please ask if anything is not clear. The essay must be completed and submitted before class tomorrow, Tuesday, Oct. 23."
45304,ab2,6030,"It's wonderful if I live there since there is everything such as quietness no body will disturb your privacy, dancing, playing golf or polo, watching the sunset while you're taking your coffee and lots of facility you can had their. In contrast, if everything is perfect, lovely and beautiful, I will be boring and no exciting at all. I'm still young I'd like to have a boisterous life. So, I wouldn't live in leisureville.I think it's perfect for senior citizen who get tired form his busy life.",,,Total: ____/5
28217,es0,3922,"  For the past decades, students had to use the mass producted media such as books, video tapes. There were not various methods which were effective for students. In this situation, televisions were innovative ways for students to get some information; however, nowadays, it seems that the Internet substitutes for the mass media almost completely. I think, the prevalence of the Internet is an educational innovation, especially for students. The explosion of the Internet has had three important effects on the students; the access to the materials, convenience and interaction through the Internet.
 First, the most distinct effect is the access to the information. Because the Internet line is installed almost every building, students can take advantage of the educational materials through the Internet. In other words, students get unqualified access to the Internet, if they can manipulate the computer. We can call this phenomenon as 'ubiqitous', which means everywhere. Recently, students who don't use the Internet can't keep up with other students who use the Internet because the speed of searching Internet based materials is faster than existing methods of searching mass media.
 Another noticeable effect is the convenience. Nowadays, students don't have to carry a heavy bag which is stuffed with many books. On the Internet, there are so many visual media and texts suitable for each student. If students had the storing tools lke as USB, compact disk, they could download useful information from the Internet. Because of this reason, the more the Internet is improved, the more students will be comfortable.
 A third significant effect is the interaction. We can describe this system by giving a simple example; some students can post his problem on the Internet and other students discuss how to solve the problem. By exchanging beneficial ideas with one another, students can get advanced performence in their work. In this point, we can say the Internet is an invisible forum for students.
 In conclusion, to develop the Internet technology is very important since it give students a lot of advantage. In addition, making an adequate choice from a lot of information based on the Internet is also a significant task of the students. If students didn't have the skill to get useful information, students couldn't enjoy the comfort of the Internet. 

",Male,Korean,Write your cause or effect essay. Be sure to clearly state in your thesis statement which is your focus. Give reasons and examples to support yopur main idea. You will be able to revise your draft later.
13556,co2,1996,"No. According to a survey, 7 of 2,133 employers by the American Management Association are using genetic testing, so a few employers are doing now.  ",Male,Japanese,Are most employers using genetic testing now?  How do you know?
16665,by9,2419,b,Female,Italian,"In paragraphs 1-4, the author (choose one):

a) explains why smoking is bad for children
b) introduces his topic through anecdotes
c) expresses his outrage at the situation"
20172,ay1,2817,"While the Amish are more liberal about using electric power for work than in their homes, the shift is causing gray areas to emerge.

",Male,Korean,"emerge:  to come out from an enclosed or dark space, or from a position where you could not be seen"
1018,cs3,80,"Suspend[v] to officially stop something from continuing, usually for a short time

Focus[v] to give all your attention to a particular thing

Alternative [adj] something can be used instead of another one

Option[n] a choice you can make in a particular situation

Admonish[v] to tell someone that he has done something wrong

Monitor[v] to carefully watch, listen to, or examine something over a period of time, to check for any changes or developments

Come down to[phr v] if a difficult or confusing situation comes down to something, that is the single most important thing",Male,Japanese,"focus words for Unit 3 Reading 2: Write the part of speech and the definition.
suspend
focus
alternative
option
admonish
monitor
come down to"
20749,ay3,2872," My favorite food is a grapefruit. There are three different types that it's pink grapefruit, white grapefruit and ruby-red grapefruit. First, I eat it when I push the spoon into a half grapefruit. I think that it's the best way of using. Because, I can enjoy fruity flavor with freshly extracted juice. Next, sometimes I make grapefruit juice with pulp for full sweet. I like sweet and sour. Finally, I think that grapefruit is rich vitamin. I will have a smooth and silky skin when I keep eating grapefruit. Grapefruit is tasty and it has an effect on health and beauty.  ",Female,Japanese,"Write a paragraph of at least 10 sentences to describe your favorite food. Do NOT give instructions for how to prepare the food. You want to describe it -- the color, size, texture, shape, smell, taste, etc. Try to include new vocabulary from page 73 of your text. 

Be sure to organize your ideas, use transitions, and proofread/revise your paragraph before you submit it."
39774,ee1,5296,"If I had been born and raised in the United States, I wouldn't have met my boyfriend, I would have been more confident girl who speaking English fluently, I would have studied medicine because I like to help people.
By now, I would work and have my own family.",Female,Thai,How would your life have been different  in the past - and how would it be different today - if you had been born and raised in the United States?
25690,bu1,3509,"Demonstrate
He demonstrated me how to use this printer.

Correspond
The hat corresponds well to her dress.

Equate
My friend equates money with happiness.

Principal
My principal reason to study English is communicating with foreign people.

Incorporate
The small company incorporates with big company.
",Female,Japanese,good luck!
34756,gz1,4752,"A food which, I think, was good and interesting is Chorizo. I ate Chorizo when I lived in home stay with my friend who have been lived for 20 years in Spain before coming korea. My ex-roommate received many foods which were fully filled in a bag from his friend who just arrived from Spain. Chorizo is a fermented cured sausage made by pork in Spain. It is usually cut in slice and eaten without cooking. The Chorizo I ate was already sliced and I put a few slices of Chorizo on a piece of bread. After putting Chorizo, I folded by half and tasted with curiosity. The taste of the food was absolutely exotic but pretty good. Specifically, the taste was a little bit salty and the Chorizo was a little tough. I think, due to the toughness, slicing is preferred for Chorizo. However, it was mostly sweet and moderately hot. At that time, I couldn't imagined that Chorizo is made by pork. I said yummy to my friend and he said that the Chorizo we ate was his favorite among Chorizos in Spain. Since then, Chorizo has become one of my favorite food. In addition, Chorizo is one of the reasons which made me go to Spain later. When I traveled Spain, I rushed to have a hotel's breakfast every morning, which provides Chorizos, and I enjoyed them as much as possible. The meal I had in Spain can be described as an exotic meal in an exotic place.   ",,,"Your writing can be serious or funny.  Describe the kind of meal it was and what was good, bad, interesting, or funny about it.  Try to use both count and non-count nouns, and use quantifiers, too.  The more detail, the better."
15631,da3,2324,Farmers' growing reluctance to FDA are pressing Korean government.,Female,Korean,reluctance (n)
34935,ff0,4773,"1.To observe something is just to watch it. You don't have any hidden motive. Surveillance is when you watch something with a definite purpose.
2.Evaluation is when someone  judges or examines  your abilities . Self-assessment is when you do it by yourself.
3.Reward is something given for worthy behavior( gifts or money). Recognition is like acknowledgment.
4.Competition is  the act of competing, for profit or a prize; personal achievement is when people try to achieve their goals just for themselves, not in order to get any prize, grade or recognition.
5.Restricting choice is telling kids what to do instead of letting them do what they think is right and what they are interested in. Guidance is counseling or advising. 
      6. To Control means to regulate or check. Support has nothing to do with regulation or checking. It's more like giving approval, helping.",,,"Answer the Discussion/Composition questions p. 100. For Q. #1, explain each pair of ""Creativity Killers"" and give a brief example of each."
24413,ck2,3355,"In my opinion the employers should not be allowed to access the employees credit score, because this issue is related to the privacy of the person. To reveal the information means to hurt the privacy.",Female,Arabic,"In your opinion, should employers be allowed access to potential employees credit score? (A credit score reflects a person's level of debt and how regular they are in paying their bills.) Why or why not?"
23576,fu1,3228,Your eligible conditions allow you to have a degree as a mathematician. ,Male,Turkish,Write an original creative sentence using a vocabulary term of your choosing.
43896,ad4,5856,it is better to ask the butcher to debone the lamb for you.,,,debone
39186,as2,5249,"        Nowadays, obesity is increasingly becoming a major problem in all over the world even in developing countries. Obesity means a physical condition that a person has heavy weight and too much fat on the person's body, which severely affects human health such as diabetes or heart attack. There are three main causes, which are unhealthy eating habit, less exercise and stress.
        According to a research, the most commonly eaten vegetable among children is potato in the U.S. It indicates that most children intake carbohydrate, which will work as sugar in their body, from vegetable instead of fiber or vitamin, which contributes their health. This unhealthy eating habit is related to their parents whose knowledge of nutrition is not enough. Less knowledge of nutrition causes unhealthy eating habit and eventually it causes obesity.
        In addition, another reason of obesity is that people tend to not exercise. Consuming energy, which they had, is an important factor to keep their body healthy; however, the more our lifestyle become modern, the less exercise. People always use transportation such as cars or buses instead of walking. It necessarily reduces opportunities to digest calorie, which avoid being obesity.
        Finally, the most invisible reason is stress. If people constantly expose strong stress, they would get uncontrollable appetite. Furthermore, appearance of fat itself might be stress for fat people. This vicious circle makes difficulty to overcome obesity.
        In conclusion, it is unlikely to cause obesity only one cause. In other word, unhealthy eating habit, less exercise and stress, obesity is caused by these three complex causes.
",,,post your essay below.
29572,ed8,4018,"I have an experience about using different varieties of English mentioned in ""Mother Tongue"" happened when I am studying in the U.S. For example, when I am talking with my Thai friends I do not have to be careful with the final sounds and pronunciation because we can understand Thai accent very well and we can figure out Thai pronunciation. For this reason, it cannot help me to cultivate my English skill so I decided to mingle with international students instead of Thai students. I have to remind myself when I am speaking to students who are from different countries I have be careful and amend my pronunciation if I said it wrong in order them to understand what I am trying to communicate. I cannot use my accent arbitrarily as I speak with Thai so I think English throws me off and makes me feel uneasy. ",Female,Thai,above
45960,dz0,6101,These are why I recommend to study English in the ELI.You may be able to learn English with enjoying.,,,"Write a conclusion paragraph for the essay. Remember to include a signal phrase, restatement or summary of the topic, and a final thought."
34696,ae9,4731,"                             Global warming

    Global warming has become a serious problem for a long period of time. Global warming means the atmosphere's temperature is increase with a very rapid rate that is much faster than before. Also means that the greenhouse effect is more obvious than it was in the past. Scientists all over the world are engage in solving this problem. But they still not come up with a good solution about how to settle this environmental problem.

    The overuse of fossil fuel is the mainly cause of global warming. Since the 1800s, the Industrial Revolution has made the mineral oil become the most important resource in generating electricity and other power for our daily life. However, burning fossil fuel will produce a kind of gas; named carbon dioxide (CO2), which is the major element that make the atmosphere can't release its heat from sun.

    The effects of global warming may affect our life in many different kinds of aspects. First, in the recent one hundred years, the weather has become more extremely in temperature. That's mean the summer get hotter and the winter get colder. As the global warming become more serious, the summer and winter may be more unbearable. For example, India has twenty three people died last summer because of the heat is too high (almost 112 in Fahrenheit), this number is the largest ever.
Secondly, the increase heat of atmosphere will also melt the ice in the two poles area. This phenomenon will make the sea level rise, and country that is at low sea level may cover by water and disappear. Holland and Bengal are two countries that are facing this serious problem recently.
Thirdly, the temperature's change will also affect the growing of crops. Lot of countries may be force to face the food shortage, because they can no longer plant anything, such as Africa and South Asia.
Moreover, changes of atmosphere have influence people's health in some biological and chemical reasons. For example, the number of people that have skin cancer increase every year. The reason is because without the protection of some elements in the atmosphere, such as Ozone (O3), the skins will exposure directly under the sunshine, and makes the gene of skin mutate. This is one of the likely reasons that cause skin cancer we know today.

    Although the solution of stopping global warming is not found yet, we can do something that won't make the situation worse. Scientists are trying to find some ways to decrease the use of fossil fuel. Developing green power is a popular subject nowadays. We use wind, water, terrestrial heat and so on to generate power instead of using mineral oil. There is a new technique that using both oil and electric in the Automobile. For scientists found out that cars produce more carbon dioxide when they move at very low speed, such as in a traffic jam or driving in city, they invented  cars that use electric when they is driven at low speed. In this way, cars can reduce the carbon dioxide effectively when driving.

    Not only scientists, we can also help improve the environment in several ways. 
One way is to save electric. Turning off water and light when we don't use are basic things that we should have done to save our energy. Besides, we should walk by stairs if the storey is not so much, instead of taking the elevators. 
The other way is to avoid making too much carbon dioxide. Taking bus or other public transits instead of driving is an easy thing to do, and it really helps a lot. 

    Global warming needs everyone's effort and it is our responsibility to enhance our environment. All of us should do our best to make the earth a better place to live.
",,,Don't forget to use at least 3 core vocabulary words!
11713,el9,1753,"[Name]
Oct. 1 2007
Topic: The Benefits of Learning English
Version 2
     
     Learning language is the most knowledgeable thing to do. Different cultures produce various languages to reflect its perspectives. English is a universal and crucial language that everyone is supposed to learn, especially for Business. Three advantages of learning English are international business, convenience of traveling, and information exchange.

     First, it is essential for global business to use this universal language to communicate with other countries. Also, English is a basic required language for international commences. The English language has become the language of international communication. This activity emphasize on assisting each other. In addition, much famous business attributes or establishes factories in other countries that can lower labor fees and costs. For example, many main famous companies, such as, Burberry, Mercedes and famous luxury brands move their factories into China to acquire cheaper raw materials or competent but still maintains the high qualities of products. Hence, they need to use English in order to impart with diverse native languages, and then all the works together can manufacture enormous profits.

     Second, many travelers and tourism around the world are carried out in English. For instance, if you are planning a holiday in a foreign county you will probably be specking English not only at the airport but the country itself. Even though you do not know their linguistic, the common language is the best choice to help you out. Generally, many people who live in the European Union speck English as foreign language and use it to socialize with other people from all over the world. Additionally, many European languages like Latin, Greek, Spanish or French are similar with the same roots of words or phrases expressions. Learning English also helps us to learn other Western languages easily.  

     Lastly, you will be able to discover the information in this world. When people exchange data's, such as email, news or most of Internet you have to use English to browse and interpret them. Nowadays, English is becoming the core of Internet language. Without English it is very hard for people to understand or read foreign news or paparazzi in current phenomenon. For instance, a lot of well-known novels are English are published in English, such as Holly Potter.  If you are not able to read the implication of meanings in this scenarios fame fictions, you probably could not enjoy it. 

      Overall, more and more people are learning English and mostly like people think English is skillful and perquisites for facing next high developing age. Therefore, making great money, traveling around the world, and exchanging information are three reasons for us why we need to learn English. Furthermore, it is not harmful for knowing another language as second foreign language, and most people are learning it increasingly.

",Female,Chinese,"Follow the directions in your book, pp. 72-74. Use the Revision checklist on page 75 to check your writing before submitting it."
46072,bl3,6105,"""Very few people can congratulate without envy a friend who has succeeded"". This quotation means that the majority of people are jealous of others and a small population really feels satisfaction of the others succeed. That is my case. 9 years ago, when I was at the Surcolombiana University, where I studied my career, I met Yina who is my best friend. At that time, when we were studying, we began a solid friendship based in the trust.  Along years, our friendship grew a lot and my triumphs, which could be smaller or bigger, were celebrated for her. In my case, I feel so fortunate to count on my friend. In our friendship don't exist envy, which is a bad feeling, or any other negative force.  Friendship that is a great feeling between 2 persons who are join by the respect, the trust and the cooperation among others, is the most important benefit from the interaction between humans.",,,"Choose ONE quotation from either pp.218-219 OR p.235.  

Write one paragraph (6 sentences minimum) about what this quotation means to you.  Give examples from your own experience to support your ideas.

Use at least 4 adjective clauses in your paragraph."
3512,az8,428,"What are the three most important things in life and why?
The most three important things of my life are family life, friends' relationship and career. I grew up in a lovely family. All of the members of my family are humble and honest.  My parents are conceded our family education more than school grade. Thus keeping well relationship between us is one of the most significant issues of my family even though we do not live together.  As I know many siblings of a family have a big competition to each other, but among our siblings, we don't have any competition during our school education. In other hand, each of our siblings is as a back up to each one. So if someone gets trouble, others would do they best to help to him/ her. For example I am here, U.S.A. and applying schools. When I need a lot of something I always ask my sibling to help me to look for me, they always put them in the first priority. Moreover, I have had a lot of friends who helped me during my life. I think without their help, I could not do as much as I can and have a pleasant school life and enjoyable worked experiences. For instance, when first day I came here, I felt a little anxious to be here. My friend who picked me up at airport gave me a lot of suggestions how to live here. Now I can survive here. Thus the friendship is very important thing for me in my life. Furthermore, a successful career is indispensable to my life. It is not only for making a lot of money but also something to contribute your family, society and community. So that is why I am continuing to learn and update my knowledge of my filed. I wish one day I can be a successful person in my career. To sum up, everyone has his own important thing in one's life. For me the family life, friends' relationship and career are most important things in my life without of them I may feel my life is empty.  
",Female,Chinese,What are the three most important things in life and why?
40561,hb0,5436,adj,Female,Arabic,Part of Speech:
8776,dy7,1391,deserve,Female,Korean,Students who sleep during every class ___________________ to fail their courses.
